RESULTADOS DEL MODELO: RandomForest
3584 CANDIDATE (PC) 95.56%
3585 CANDIDATE (PC) 45.20%
3586 CANDIDATE (PC) 95.41%
3587 CANDIDATE (PC) 89.28%
3588 FALSE POSITIVE 99.03%
3589 FALSE POSITIVE 97.37%
3590 CANDIDATE (PC) 66.64%
3591 FALSE POSITIVE 80.12%
3592 CANDIDATE (PC) 82.16%
3593 CONFIRMED (CP) 80.85%
3594 CANDIDATE (PC) 49.35%
3595 FALSE POSITIVE 58.35%
3596 CANDIDATE (PC) 85.59%
3597 CONFIRMED (CP) 81.06%
3598 FALSE POSITIVE 76.78%
3599 CANDIDATE (PC) 87.96%
3600 CONFIRMED (CP) 91.00%
3601 CONFIRMED (CP) 97.78%
3602 CANDIDATE (PC) 46.07%
3603 CANDIDATE (PC) 91.03%
3604 CONFIRMED (CP) 65.68%
3605 CANDIDATE (PC) 67.70%
3606 CONFIRMED (CP) 87.86%
3607 CONFIRMED (CP) 54.77%
3608 FALSE POSITIVE 96.96%
3609 CONFIRMED (CP) 93.74%
3610 CONFIRMED (CP) 97.60%
3611 CONFIRMED (CP) 67.53%
3612 CONFIRMED (CP) 93.04%
3613 FALSE POSITIVE 54.89%
3614 FALSE POSITIVE 79.18%
3615 CANDIDATE (PC) 95.37%
3616 FALSE POSITIVE 55.14%
3617 CONFIRMED (CP) 88.99%
3618 FALSE POSITIVE 71.40%
3619 CONFIRMED (CP) 42.45%
3620 FALSE POSITIVE 90.35%
3621 CANDIDATE (PC) 85.04%
3622 FALSE POSITIVE 62.51%
3623 CONFIRMED (CP) 46.82%
3624 FALSE POSITIVE 50.56%
3625 CONFIRMED (CP) 67.02%
3626 CANDIDATE (PC) 92.13%
3627 CONFIRMED (CP) 96.38%
3628 FALSE POSITIVE 72.71%
3629 CANDIDATE (PC) 87.12%
3630 CANDIDATE (PC) 92.82%
3631 FALSE POSITIVE 95.53%
3632 CANDIDATE (PC) 53.34%
3633 FALSE POSITIVE 48.36%
3634 FALSE POSITIVE 75.26%
3635 FALSE POSITIVE 70.10%
3636 CONFIRMED (CP) 41.52%
3637 CANDIDATE (PC) 67.24%
3638 CONFIRMED (CP) 77.48%
3639 CANDIDATE (PC) 67.45%
3640 CONFIRMED (CP) 84.11%
3641 CANDIDATE (PC) 83.40%
3642 FALSE POSITIVE 96.26%
3643 CANDIDATE (PC) 77.25%
3644 FALSE POSITIVE 41.44%
3645 CONFIRMED (CP) 87.94%
3646 CONFIRMED (CP) 88.78%
3647 CANDIDATE (PC) 83.82%
3648 CANDIDATE (PC) 84.50%
3649 CANDIDATE (PC) 70.77%
3650 CONFIRMED (CP) 92.01%
3651 CONFIRMED (CP) 62.10%
3652 CONFIRMED (CP) 62.39%
3653 CANDIDATE (PC) 91.37%
3654 FALSE POSITIVE 71.85%
3655 CANDIDATE (PC) 73.22%
3656 CANDIDATE (PC) 88.87%
3657 CANDIDATE (PC) 93.10%
3658 CANDIDATE (PC) 89.83%
3659 FALSE POSITIVE 54.85%
3660 FALSE POSITIVE 88.39%
3661 CANDIDATE (PC) 89.44%
3662 FALSE POSITIVE 38.78%
3663 CANDIDATE (PC) 52.77%
3664 CANDIDATE (PC) 85.53%
3665 CANDIDATE (PC) 58.83%
3666 FALSE POSITIVE 64.20%
3667 CANDIDATE (PC) 74.77%
3668 CANDIDATE (PC) 85.88%
3669 CANDIDATE (PC) 47.65%
3670 FALSE POSITIVE 51.95%
3671 FALSE POSITIVE 87.74%
3672 CANDIDATE (PC) 82.22%
3673 CANDIDATE (PC) 62.39%
3674 CONFIRMED (CP) 80.99%
3675 CONFIRMED (CP) 58.01%
3676 CANDIDATE (PC) 89.63%
3677 CONFIRMED (CP) 84.19%
3678 FALSE POSITIVE 66.70%
3679 CANDIDATE (PC) 49.74%
3680 CONFIRMED (CP) 84.61%
3681 CONFIRMED (CP) 41.24%
3682 CONFIRMED (CP) 85.16%
3683 CONFIRMED (CP) 94.36%
3684 CONFIRMED (CP) 69.65%
3685 CONFIRMED (CP) 95.77%
3686 CANDIDATE (PC) 84.45%
3687 CANDIDATE (PC) 89.19%
3688 FALSE POSITIVE 36.51%
3689 FALSE POSITIVE 95.02%
3690 CANDIDATE (PC) 50.52%
3691 CANDIDATE (PC) 90.12%
3692 FALSE POSITIVE 47.92%
3693 CONFIRMED (CP) 94.89%
3694 FALSE POSITIVE 99.49%
3695 CANDIDATE (PC) 46.66%
3696 FALSE POSITIVE 56.32%
3697 FALSE POSITIVE 82.20%
3698 CANDIDATE (PC) 92.10%
3699 CONFIRMED (CP) 90.42%
3700 FALSE POSITIVE 77.42%
3701 CANDIDATE (PC) 69.12%
3702 FALSE POSITIVE 95.76%
3703 CONFIRMED (CP) 60.67%
3704 CONFIRMED (CP) 99.08%
3705 CANDIDATE (PC) 73.91%
3706 FALSE POSITIVE 66.33%
3707 CANDIDATE (PC) 76.44%
3708 CANDIDATE (PC) 51.12%
3709 FALSE POSITIVE 59.07%
3710 CONFIRMED (CP) 71.91%
3711 FALSE POSITIVE 99.96%
3712 CANDIDATE (PC) 85.88%
3713 CANDIDATE (PC) 84.79%
3714 CONFIRMED (CP) 96.35%
3715 CANDIDATE (PC) 52.30%
3716 FALSE POSITIVE 73.71%
3717 CONFIRMED (CP) 90.42%
3718 CONFIRMED (CP) 96.99%
3719 FALSE POSITIVE 76.98%
3720 CANDIDATE (PC) 72.49%
3721 CANDIDATE (PC) 86.17%
3722 CANDIDATE (PC) 61.33%
3723 CANDIDATE (PC) 88.77%
3724 CONFIRMED (CP) 58.26%
3725 FALSE POSITIVE 73.34%
3726 CANDIDATE (PC) 88.85%
3727 CONFIRMED (CP) 82.55%
3728 FALSE POSITIVE 97.68%
3729 CANDIDATE (PC) 82.54%
3730 CANDIDATE (PC) 69.19%
3731 CONFIRMED (CP) 96.41%
3732 CONFIRMED (CP) 82.96%
3733 FALSE POSITIVE 43.41%
3734 CANDIDATE (PC) 95.08%
3735 FALSE POSITIVE 99.65%
3736 FALSE POSITIVE 97.29%
3737 CANDIDATE (PC) 63.98%
3738 CANDIDATE (PC) 79.96%
3739 CANDIDATE (PC) 85.60%
3740 CANDIDATE (PC) 67.71%
3741 FALSE POSITIVE 73.40%
3742 FALSE POSITIVE 97.88%
3743 FALSE POSITIVE 99.99%
3744 CONFIRMED (CP) 55.30%
3745 CONFIRMED (CP) 84.59%
3746 CONFIRMED (CP) 89.66%
3747 CANDIDATE (PC) 64.01%
3748 CONFIRMED (CP) 76.43%
3749 CONFIRMED (CP) 97.82%
3750 CANDIDATE (PC) 93.34%
3751 CANDIDATE (PC) 69.75%
3752 FALSE POSITIVE 65.52%
3753 CONFIRMED (CP) 92.68%
3754 CANDIDATE (PC) 89.87%
3755 FALSE POSITIVE 89.23%
3756 CANDIDATE (PC) 91.21%
3757 FALSE POSITIVE 99.65%
3758 CANDIDATE (PC) 90.17%
3759 CONFIRMED (CP) 68.36%
3760 CANDIDATE (PC) 54.27%
3761 FALSE POSITIVE 59.84%
3762 CANDIDATE (PC) 44.41%
3763 FALSE POSITIVE 48.24%
3764 FALSE POSITIVE 60.52%
3765 CONFIRMED (CP) 83.99%
3766 CONFIRMED (CP) 96.31%
3767 CANDIDATE (PC) 85.43%
3768 CONFIRMED (CP) 57.27%
3769 CANDIDATE (PC) 52.33%
3770 FALSE POSITIVE 50.18%
3771 FALSE POSITIVE 45.53%
3772 CANDIDATE (PC) 91.19%
3773 CONFIRMED (CP) 61.12%
3774 CONFIRMED (CP) 96.58%
3775 CANDIDATE (PC) 89.45%
3776 CANDIDATE (PC) 89.58%
3777 FALSE POSITIVE 99.80%
3778 CONFIRMED (CP) 92.65%
3779 FALSE POSITIVE 54.09%
3780 CONFIRMED (CP) 91.89%
3781 CONFIRMED (CP) 82.73%
3782 CONFIRMED (CP) 35.64%
3783 FALSE POSITIVE 50.12%
3784 CONFIRMED (CP) 61.56%
3785 CONFIRMED (CP) 97.86%
3786 FALSE POSITIVE 98.97%
3787 CANDIDATE (PC) 90.81%
3788 CONFIRMED (CP) 64.88%
3789 CANDIDATE (PC) 81.93%
3790 FALSE POSITIVE 38.02%
3791 CONFIRMED (CP) 97.80%
3792 CANDIDATE (PC) 90.80%
3793 CONFIRMED (CP) 91.50%
3794 CONFIRMED (CP) 93.99%
3795 FALSE POSITIVE 99.97%
3796 CONFIRMED (CP) 96.69%
3797 CONFIRMED (CP) 79.46%
3798 CONFIRMED (CP) 76.32%
3799 CONFIRMED (CP) 44.14%
3800 FALSE POSITIVE 97.40%
3801 CONFIRMED (CP) 70.16%
3802 CONFIRMED (CP) 88.51%
3803 FALSE POSITIVE 76.04%
3804 CANDIDATE (PC) 80.02%
3805 CANDIDATE (PC) 85.53%
3806 FALSE POSITIVE 75.24%
3807 CONFIRMED (CP) 87.51%
3808 CANDIDATE (PC) 65.45%
3809 CANDIDATE (PC) 89.06%
3810 CANDIDATE (PC) 90.42%
3811 FALSE POSITIVE 67.08%
3812 CANDIDATE (PC) 48.14%
3813 CONFIRMED (CP) 57.05%
3814 CONFIRMED (CP) 97.84%
3815 CANDIDATE (PC) 44.26%
3816 CANDIDATE (PC) 79.89%
3817 CONFIRMED (CP) 77.39%
3818 FALSE POSITIVE 68.94%
3819 FALSE POSITIVE 75.74%
3820 CONFIRMED (CP) 89.77%
3821 CANDIDATE (PC) 66.43%
3822 CANDIDATE (PC) 91.43%
3823 CONFIRMED (CP) 69.43%
3824 CANDIDATE (PC) 78.33%
3825 FALSE POSITIVE 62.74%
3826 CONFIRMED (CP) 97.23%
3827 FALSE POSITIVE 95.46%
3828 CANDIDATE (PC) 88.00%
3829 CONFIRMED (CP) 97.53%
3830 CONFIRMED (CP) 97.41%
3831 CANDIDATE (PC) 85.40%
3832 CANDIDATE (PC) 42.42%
3833 FALSE POSITIVE 52.16%
3834 FALSE POSITIVE 65.58%
3835 CONFIRMED (CP) 41.11%
3836 CANDIDATE (PC) 86.26%
3837 CONFIRMED (CP) 58.33%
3838 FALSE POSITIVE 51.04%
3839 FALSE POSITIVE 87.99%
3840 CANDIDATE (PC) 86.16%
3841 CANDIDATE (PC) 69.79%
3842 FALSE POSITIVE 94.54%
3843 CANDIDATE (PC) 95.90%
3844 FALSE POSITIVE 93.78%
3845 CONFIRMED (CP) 97.27%
3846 FALSE POSITIVE 60.83%
3847 FALSE POSITIVE 99.94%
3848 CANDIDATE (PC) 66.66%
3849 CANDIDATE (PC) 50.33%
3850 CANDIDATE (PC) 56.68%
3851 CONFIRMED (CP) 71.00%
3852 CONFIRMED (CP) 57.79%
3853 CANDIDATE (PC) 80.63%
3854 CANDIDATE (PC) 66.81%
3855 CANDIDATE (PC) 88.92%
3856 CANDIDATE (PC) 71.21%
3857 CONFIRMED (CP) 76.68%
3858 CANDIDATE (PC) 78.00%
3859 CONFIRMED (CP) 86.23%
3860 CANDIDATE (PC) 75.27%
3861 CONFIRMED (CP) 46.97%
3862 CONFIRMED (CP) 61.15%
3863 CONFIRMED (CP) 85.54%
3864 FALSE POSITIVE 50.49%
3865 CANDIDATE (PC) 70.95%
3866 CANDIDATE (PC) 48.61%
3867 FALSE POSITIVE 55.54%
3868 CANDIDATE (PC) 86.26%
3869 CANDIDATE (PC) 89.14%
3870 CONFIRMED (CP) 91.68%
3871 FALSE POSITIVE 83.19%
3872 CANDIDATE (PC) 79.69%
3873 FALSE POSITIVE 99.29%
3874 FALSE POSITIVE 99.32%
3875 FALSE POSITIVE 76.16%
3876 CANDIDATE (PC) 88.44%
3877 CONFIRMED (CP) 87.91%
3878 FALSE POSITIVE 64.83%
3879 FALSE POSITIVE 35.43%
3880 FALSE POSITIVE 90.31%
3881 CONFIRMED (CP) 47.82%
3882 FALSE POSITIVE 65.45%
3883 CANDIDATE (PC) 53.17%
3884 CONFIRMED (CP) 53.33%
