RESULTADOS DEL MODELO: RandomForest (TestData: simple_data)
======================================================================
Accuracy General: 0.7204

Matriz de Confusión:
3572 FALSE POSITIVE 92.22%
3573 CONFIRMED (CP) 94.66%
3574 CANDIDATE (PC) 89.01%
3575 CONFIRMED (CP) 81.66%
3576 CANDIDATE (PC) 56.67%
3577 CANDIDATE (PC) 85.64%
3578 CANDIDATE (PC) 63.21%
3579 CONFIRMED (CP) 94.02%
3580 CONFIRMED (CP) 91.64%
3581 FALSE POSITIVE 96.08%
3582 CANDIDATE (PC) 80.49%
3583 CONFIRMED (CP) 39.30%
3584 CANDIDATE (PC) 98.93%
3585 FALSE POSITIVE 46.07%
3586 CANDIDATE (PC) 98.54%
3587 CANDIDATE (PC) 82.77%
3588 FALSE POSITIVE 98.22%
3589 FALSE POSITIVE 98.71%
3590 CANDIDATE (PC) 81.49%
3591 FALSE POSITIVE 56.71%
3592 CANDIDATE (PC) 68.04%
3593 CONFIRMED (CP) 86.82%
3594 CANDIDATE (PC) 55.57%
3595 CANDIDATE (PC) 57.29%
3596 CANDIDATE (PC) 52.74%
3597 CONFIRMED (CP) 89.99%
3598 FALSE POSITIVE 94.74%
3599 CANDIDATE (PC) 99.54%
3600 CONFIRMED (CP) 55.47%
3601 CONFIRMED (CP) 73.76%
3602 CONFIRMED (CP) 59.61%
3603 CANDIDATE (PC) 80.09%
3604 CONFIRMED (CP) 82.83%
3605 CANDIDATE (PC) 64.06%
3606 CONFIRMED (CP) 85.17%
3607 CONFIRMED (CP) 62.27%
3608 FALSE POSITIVE 99.30%
3609 CANDIDATE (PC) 48.07%
3610 CONFIRMED (CP) 89.88%
3611 CONFIRMED (CP) 65.83%
3612 CONFIRMED (CP) 83.53%
3613 CANDIDATE (PC) 47.41%
3614 FALSE POSITIVE 77.20%
3615 CANDIDATE (PC) 98.42%
3616 FALSE POSITIVE 62.57%
3617 CONFIRMED (CP) 53.14%
3618 FALSE POSITIVE 86.01%
3619 CONFIRMED (CP) 53.27%
3620 FALSE POSITIVE 81.34%
3621 CANDIDATE (PC) 83.94%
3622 CONFIRMED (CP) 71.47%
3623 CONFIRMED (CP) 53.19%
3624 CANDIDATE (PC) 66.05%
3625 CONFIRMED (CP) 77.25%
3626 CANDIDATE (PC) 93.18%
3627 CONFIRMED (CP) 98.01%
3628 FALSE POSITIVE 72.19%
3629 CANDIDATE (PC) 76.84%
3630 CANDIDATE (PC) 92.92%
3631 FALSE POSITIVE 96.89%
3632 CONFIRMED (CP) 62.20%
3633 FALSE POSITIVE 53.28%
3634 FALSE POSITIVE 90.12%
3635 FALSE POSITIVE 74.72%
3636 CONFIRMED (CP) 44.35%
3637 CANDIDATE (PC) 49.58%
3638 CONFIRMED (CP) 90.63%
3639 FALSE POSITIVE 52.16%
3640 CONFIRMED (CP) 86.53%
3641 CANDIDATE (PC) 82.81%
3642 FALSE POSITIVE 85.75%
3643 CANDIDATE (PC) 47.73%
3644 CONFIRMED (CP) 52.30%
3645 CONFIRMED (CP) 87.21%
3646 CONFIRMED (CP) 94.38%
3647 CANDIDATE (PC) 45.21%
3648 CANDIDATE (PC) 97.83%
3649 CANDIDATE (PC) 46.42%
3650 CONFIRMED (CP) 47.26%
3651 CONFIRMED (CP) 74.07%
3652 CONFIRMED (CP) 63.89%
3653 CANDIDATE (PC) 80.73%
3654 FALSE POSITIVE 53.40%
3655 CANDIDATE (PC) 72.58%
3656 CANDIDATE (PC) 48.25%
3657 CANDIDATE (PC) 99.37%
3658 CANDIDATE (PC) 83.30%
3659 CONFIRMED (CP) 79.20%
3660 FALSE POSITIVE 75.93%
3661 CANDIDATE (PC) 83.20%
3662 FALSE POSITIVE 52.63%
3663 CANDIDATE (PC) 76.58%
3664 CANDIDATE (PC) 75.39%
3665 CONFIRMED (CP) 56.65%
3666 FALSE POSITIVE 59.16%
3667 CANDIDATE (PC) 60.81%
3668 CANDIDATE (PC) 81.78%
3669 FALSE POSITIVE 85.69%
3670 CANDIDATE (PC) 48.34%
3671 FALSE POSITIVE 93.97%
3672 CANDIDATE (PC) 92.94%
3673 CONFIRMED (CP) 72.70%
3674 CONFIRMED (CP) 96.08%
3675 CONFIRMED (CP) 68.27%
3676 CANDIDATE (PC) 81.98%
3677 CONFIRMED (CP) 90.70%
3678 FALSE POSITIVE 49.83%
3679 CONFIRMED (CP) 66.14%
3680 CONFIRMED (CP) 88.24%
3681 CONFIRMED (CP) 49.72%
3682 CONFIRMED (CP) 89.16%
3683 CANDIDATE (PC) 57.94%
3684 CONFIRMED (CP) 56.94%
3685 CONFIRMED (CP) 82.19%
3686 CANDIDATE (PC) 80.58%
3687 CANDIDATE (PC) 48.52%
3688 FALSE POSITIVE 42.53%
3689 FALSE POSITIVE 79.24%
3690 CONFIRMED (CP) 62.17%
3691 CANDIDATE (PC) 81.98%
3692 CANDIDATE (PC) 57.47%
3693 CONFIRMED (CP) 96.93%
3694 FALSE POSITIVE 97.45%
3695 CONFIRMED (CP) 45.12%
3696 CONFIRMED (CP) 43.54%
3697 FALSE POSITIVE 96.08%
3698 CANDIDATE (PC) 92.36%
3699 CONFIRMED (CP) 62.42%
3700 FALSE POSITIVE 87.66%
3701 CANDIDATE (PC) 80.37%
3702 FALSE POSITIVE 92.66%
3703 CONFIRMED (CP) 59.91%
3704 CONFIRMED (CP) 96.62%
3705 CANDIDATE (PC) 73.95%
3706 FALSE POSITIVE 50.88%
3707 CANDIDATE (PC) 82.74%
3708 FALSE POSITIVE 51.78%
3709 FALSE POSITIVE 62.22%
3710 CONFIRMED (CP) 78.41%
3711 FALSE POSITIVE 99.46%
3712 CANDIDATE (PC) 65.12%
3713 CANDIDATE (PC) 80.15%
3714 CONFIRMED (CP) 87.18%
3715 CANDIDATE (PC) 54.89%
3716 FALSE POSITIVE 68.95%
3717 CONFIRMED (CP) 94.78%
3718 CONFIRMED (CP) 93.96%
3719 FALSE POSITIVE 59.01%
3720 CANDIDATE (PC) 74.13%
3721 CANDIDATE (PC) 68.81%
3722 CONFIRMED (CP) 54.47%
3723 CANDIDATE (PC) 83.61%
3724 CONFIRMED (CP) 55.57%
3725 FALSE POSITIVE 79.13%
3726 CANDIDATE (PC) 99.00%
3727 CONFIRMED (CP) 60.28%
3728 FALSE POSITIVE 98.78%
3729 CANDIDATE (PC) 67.71%
3730 CONFIRMED (CP) 47.26%
3731 CONFIRMED (CP) 85.02%
3732 CONFIRMED (CP) 86.49%
3733 CONFIRMED (CP) 58.03%
3734 CANDIDATE (PC) 99.27%
3735 FALSE POSITIVE 99.85%
3736 FALSE POSITIVE 97.20%
3737 CONFIRMED (CP) 43.09%
3738 CANDIDATE (PC) 77.61%
3739 CANDIDATE (PC) 80.18%
3740 CANDIDATE (PC) 81.98%
3741 FALSE POSITIVE 60.59%
3742 FALSE POSITIVE 99.71%
3743 FALSE POSITIVE 99.04%
3744 CONFIRMED (CP) 48.52%
3745 CONFIRMED (CP) 77.69%
3746 CONFIRMED (CP) 77.50%
3747 FALSE POSITIVE 62.21%
3748 CONFIRMED (CP) 93.11%
3749 CONFIRMED (CP) 96.49%
3750 CANDIDATE (PC) 99.71%
3751 CONFIRMED (CP) 44.11%
3752 FALSE POSITIVE 54.50%
3753 CANDIDATE (PC) 67.58%
3754 CANDIDATE (PC) 82.32%
3755 FALSE POSITIVE 87.80%
3756 CANDIDATE (PC) 82.54%
3757 FALSE POSITIVE 97.94%
3758 CANDIDATE (PC) 84.08%
3759 CONFIRMED (CP) 77.18%
3760 CANDIDATE (PC) 55.12%
3761 FALSE POSITIVE 46.99%
3762 FALSE POSITIVE 46.51%
3763 FALSE POSITIVE 54.41%
3764 FALSE POSITIVE 65.61%
3765 CANDIDATE (PC) 48.69%
3766 CONFIRMED (CP) 87.51%
3767 CANDIDATE (PC) 73.50%
3768 CONFIRMED (CP) 65.70%
3769 CONFIRMED (CP) 62.00%
3770 CANDIDATE (PC) 46.91%
3771 FALSE POSITIVE 44.85%
3772 CANDIDATE (PC) 80.71%
3773 CONFIRMED (CP) 78.23%
3774 CONFIRMED (CP) 86.42%
3775 CANDIDATE (PC) 84.85%
3776 CANDIDATE (PC) 81.93%
3777 FALSE POSITIVE 99.44%
3778 CONFIRMED (CP) 65.71%
3779 FALSE POSITIVE 71.30%
3780 CANDIDATE (PC) 73.77%
3781 CONFIRMED (CP) 87.08%
3782 CONFIRMED (CP) 58.43%
3783 CANDIDATE (PC) 56.75%
3784 CONFIRMED (CP) 62.24%
3785 CONFIRMED (CP) 94.59%
3786 FALSE POSITIVE 99.88%
3787 CANDIDATE (PC) 80.60%
3788 CONFIRMED (CP) 80.16%
3789 CANDIDATE (PC) 71.66%
3790 CONFIRMED (CP) 68.87%
3791 CONFIRMED (CP) 94.23%
3792 CANDIDATE (PC) 82.47%
3793 CONFIRMED (CP) 53.84%
3794 CONFIRMED (CP) 60.98%
3795 FALSE POSITIVE 99.89%
3796 CONFIRMED (CP) 95.74%
3797 CONFIRMED (CP) 84.70%
3798 CONFIRMED (CP) 79.61%
3799 CANDIDATE (PC) 42.02%
3800 FALSE POSITIVE 66.02%
3801 CONFIRMED (CP) 79.97%
3802 CONFIRMED (CP) 89.02%
3803 FALSE POSITIVE 69.79%
3804 CANDIDATE (PC) 70.48%
3805 CANDIDATE (PC) 83.21%
3806 CANDIDATE (PC) 55.88%
3807 CONFIRMED (CP) 95.92%
3808 CANDIDATE (PC) 44.76%
3809 CANDIDATE (PC) 76.88%
3810 CANDIDATE (PC) 82.54%
3811 FALSE POSITIVE 84.69%
3812 CANDIDATE (PC) 62.73%
3813 CONFIRMED (CP) 64.27%
3814 CONFIRMED (CP) 95.38%
3815 CANDIDATE (PC) 43.54%
3816 CANDIDATE (PC) 84.36%
3817 CONFIRMED (CP) 57.15%
3818 FALSE POSITIVE 56.65%
3819 FALSE POSITIVE 51.66%
3820 CONFIRMED (CP) 58.65%
3821 CANDIDATE (PC) 51.50%
3822 CANDIDATE (PC) 80.97%
3823 CONFIRMED (CP) 78.78%
3824 CANDIDATE (PC) 48.09%
3825 FALSE POSITIVE 65.43%
3826 CONFIRMED (CP) 95.52%
3827 FALSE POSITIVE 94.09%
3828 CANDIDATE (PC) 79.49%
3829 CONFIRMED (CP) 92.48%
3830 CONFIRMED (CP) 95.74%
3831 CANDIDATE (PC) 84.55%
3832 CANDIDATE (PC) 41.64%
3833 FALSE POSITIVE 56.49%
3834 CANDIDATE (PC) 67.93%
3835 CONFIRMED (CP) 69.02%
3836 CANDIDATE (PC) 81.04%
3837 CANDIDATE (PC) 53.05%
3838 CANDIDATE (PC) 39.25%
3839 FALSE POSITIVE 65.00%
3840 CANDIDATE (PC) 80.22%
3841 CANDIDATE (PC) 57.72%
3842 FALSE POSITIVE 97.38%
3843 CANDIDATE (PC) 99.09%
3844 FALSE POSITIVE 99.21%
3845 CONFIRMED (CP) 95.54%
3846 CANDIDATE (PC) 47.71%
3847 FALSE POSITIVE 99.50%
3848 CANDIDATE (PC) 54.56%
3849 FALSE POSITIVE 57.06%
3850 CANDIDATE (PC) 61.44%
3851 CONFIRMED (CP) 71.10%
3852 CONFIRMED (CP) 59.47%
3853 CANDIDATE (PC) 45.68%
3854 CANDIDATE (PC) 47.80%
3855 FALSE POSITIVE 54.21%
3856 CANDIDATE (PC) 62.21%
3857 CANDIDATE (PC) 46.20%
3858 CANDIDATE (PC) 84.33%
3859 CONFIRMED (CP) 69.15%
3860 CANDIDATE (PC) 61.13%
3861 CONFIRMED (CP) 70.13%
3862 CONFIRMED (CP) 85.16%
3863 CONFIRMED (CP) 84.34%
3864 FALSE POSITIVE 94.50%
3865 CANDIDATE (PC) 74.86%
3866 CANDIDATE (PC) 62.54%
3867 FALSE POSITIVE 77.23%
3868 CANDIDATE (PC) 93.05%
3869 CANDIDATE (PC) 80.75%
3870 CONFIRMED (CP) 62.74%
3871 CANDIDATE (PC) 48.85%
3872 CANDIDATE (PC) 93.81%
3873 FALSE POSITIVE 97.18%
3874 FALSE POSITIVE 98.05%
3875 FALSE POSITIVE 92.37%
3876 CANDIDATE (PC) 77.08%
3877 CONFIRMED (CP) 88.73%
3878 FALSE POSITIVE 68.18%
3879 CONFIRMED (CP) 50.40%
3880 FALSE POSITIVE 94.89%
3881 CONFIRMED (CP) 43.31%
3882 FALSE POSITIVE 69.18%
3883 FALSE POSITIVE 57.98%
3884 CONFIRMED (CP) 47.29%
